,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
69,frozenset({90}),"frozenset({24, 86})",0.9217134416543574,0.5598227474150664,0.517971442639094,0.561965811965812,1.0038281126671629,0.001975291402755097,1.0048924595597508
70,"frozenset({34, 59})",frozenset({36}),0.6134908911866076,0.8385032003938946,0.5209256523879862,0.8491171749598715,1.012658239778919,0.006511576715513168,1.0703458101553576
71,"frozenset({34, 36})",frozenset({59}),0.8126538650910882,0.637124569177745,0.5209256523879862,0.6410178733717055,1.0061107425177231,0.0031639087011973155,1.0108453984339778
72,frozenset({59}),"frozenset({34, 36})",0.637124569177745,0.8126538650910882,0.5209256523879862,0.8176197836166923,1.0061107425177231,0.0031639087011973155,1.0272283837802192
73,frozenset({36}),"frozenset({34, 59})",0.8385032003938946,0.6134908911866076,0.5209256523879862,0.6212566059894303,1.012658239778919,0.006511576715513168,1.0205038950530343
74,"frozenset({34, 36})",frozenset({85}),0.8126538650910882,1.0,0.8126538650910882,1.0,1.0,0.0,inf
75,frozenset({85}),"frozenset({34, 36})",1.0,0.8126538650910882,0.8126538650910882,0.8126538650910882,1.0,0.0,1.0
76,"frozenset({34, 36})",frozenset({86}),0.8126538650910882,0.9753815854258986,0.8126538650910882,1.0,1.0252397778899545,0.020006249756058248,inf
77,"frozenset({36, 86})",frozenset({34}),0.8148695224027572,0.9741506646971935,0.8126538650910882,0.9972809667673717,1.0237440705102512,0.018848178200957633,9.506811094699042
78,frozenset({34}),"frozenset({36, 86})",0.9741506646971935,0.8148695224027572,0.8126538650910882,0.834217841799343,1.0237440705102512,0.018848178200957633,1.11670929855532
79,frozenset({86}),"frozenset({34, 36})",0.9753815854258986,0.8126538650910882,0.8126538650910882,0.8331650681474003,1.0252397778899545,0.020006249756058248,1.1229430960803461
80,"frozenset({90, 34})",frozenset({36}),0.8980797636632201,0.8385032003938946,0.7720334810438207,0.8596491228070176,1.0252186543869952,0.01899072500321819,1.150664697193501
81,"frozenset({34, 36})",frozenset({90}),0.8126538650910882,0.9217134416543574,0.7720334810438207,0.9500151469251741,1.0307055360069597,0.022999490176997983,1.5662056309028216
82,frozenset({90}),"frozenset({34, 36})",0.9217134416543574,0.8126538650910882,0.7720334810438207,0.8376068376068376,1.03070553600696,0.022999490176997983,1.1536577781232993
83,frozenset({36}),"frozenset({90, 34})",0.8385032003938946,0.8980797636632201,0.7720334810438207,0.920728126834997,1.025218654386995,0.01899072500321819,1.2857049072706386
84,"frozenset({34, 39})",frozenset({85}),0.6649433776464796,1.0,0.6649433776464796,1.0,1.0,0.0,inf
85,frozenset({85}),"frozenset({34, 39})",1.0,0.6649433776464796,0.6649433776464796,0.6649433776464796,1.0,0.0,1.0
86,"frozenset({34, 39})",frozenset({86}),0.6649433776464796,0.9753815854258986,0.6649433776464796,1.0,1.0252397778899545,0.016369851739204355,inf
87,"frozenset({86, 39})",frozenset({34}),0.6671590349581487,0.9741506646971935,0.6649433776464796,0.9966789667896679,1.0231260963102429,0.015029960283260979,7.78352207451185
88,frozenset({34}),"frozenset({86, 39})",0.9741506646971935,0.6671590349581487,0.6649433776464796,0.6825878190548396,1.0231260963102429,0.015029960283260979,1.048608040342839
89,frozenset({86}),"frozenset({34, 39})",0.9753815854258986,0.6649433776464796,0.6649433776464796,0.6817264008076729,1.0252397778899545,0.016369851739204355,1.052731433596073
90,"frozenset({34, 85})",frozenset({53}),0.9741506646971935,0.5672082717872969,0.5672082717872969,0.5822592873388932,1.026535253980288,0.014661956803955212,1.0360295635436578
91,"frozenset({34, 53})",frozenset({85}),0.5672082717872969,1.0,0.5672082717872969,1.0,1.0,0.0,inf
92,"frozenset({53, 85})",frozenset({34}),0.5672082717872969,0.9741506646971935,0.5672082717872969,1.0,1.026535253980288,0.014661956803955212,inf
93,frozenset({34}),"frozenset({53, 85})",0.9741506646971935,0.5672082717872969,0.5672082717872969,0.5822592873388932,1.026535253980288,0.014661956803955212,1.0360295635436578
94,frozenset({85}),"frozenset({34, 53})",1.0,0.5672082717872969,0.5672082717872969,0.5672082717872969,1.0,0.0,1.0
95,frozenset({53}),"frozenset({34, 85})",0.5672082717872969,0.9741506646971935,0.5672082717872969,1.0,1.026535253980288,0.014661956803955212,inf
96,"frozenset({34, 53})",frozenset({86}),0.5672082717872969,0.9753815854258986,0.5672082717872969,1.0,1.0252397778899545,0.013963768384719244,inf
97,"frozenset({34, 86})",frozenset({53}),0.9731659281142294,0.5672082717872969,0.5672082717872969,0.5828484695168227,1.0275739944346065,0.015220507539344008,1.037492845133302
98,"frozenset({53, 86})",frozenset({34}),0.5672082717872969,0.9741506646971935,0.5672082717872969,1.0,1.026535253980288,0.014661956803955212,inf
99,frozenset({34}),"frozenset({53, 86})",0.9741506646971935,0.5672082717872969,0.5672082717872969,0.5822592873388932,1.026535253980288,0.014661956803955212,1.0360295635436578
100,frozenset({53}),"frozenset({34, 86})",0.5672082717872969,0.9731659281142294,0.5672082717872969,1.0,1.0275739944346067,0.015220507539344008,inf
101,frozenset({86}),"frozenset({34, 53})",0.9753815854258986,0.5672082717872969,0.5672082717872969,0.5815244825845532,1.0252397778899545,0.013963768384719244,1.0342103903369901
102,"frozenset({90, 34})",frozenset({53}),0.8980797636632201,0.5672082717872969,0.5672082717872969,0.6315789473684211,1.1134868421052633,0.05781000111273782,1.1747204051487656
103,"frozenset({90, 53})",frozenset({34}),0.5672082717872969,0.9741506646971935,0.5672082717872969,1.0,1.026535253980288,0.014661956803955212,inf
104,"frozenset({34, 53})",frozenset({90}),0.5672082717872969,0.9217134416543574,0.5672082717872969,1.0,1.0849358974358976,0.04440478346340726,inf
105,frozenset({90}),"frozenset({34, 53})",0.9217134416543574,0.5672082717872969,0.5672082717872969,0.6153846153846154,1.0849358974358974,0.04440478346340726,1.125258493353028
106,frozenset({34}),"frozenset({90, 53})",0.9741506646971935,0.5672082717872969,0.5672082717872969,0.5822592873388932,1.026535253980288,0.014661956803955212,1.0360295635436578
107,frozenset({53}),"frozenset({90, 34})",0.5672082717872969,0.8980797636632201,0.5672082717872969,1.0,1.1134868421052633,0.05781000111273782,inf
108,"frozenset({34, 59})",frozenset({85}),0.6134908911866076,1.0,0.6134908911866076,1.0,1.0,0.0,inf
109,frozenset({85}),"frozenset({34, 59})",1.0,0.6134908911866076,0.6134908911866076,0.6134908911866076,1.0,0.0,1.0
110,"frozenset({34, 59})",frozenset({86}),0.6134908911866076,0.9753815854258986,0.6134908911866076,1.0,1.0252397778899545,0.015103173096666866,inf
111,"frozenset({59, 86})",frozenset({34}),0.6134908911866076,0.9741506646971935,0.6134908911866076,1.0,1.026535253980288,0.0158583317515002,inf
112,frozenset({34}),"frozenset({59, 86})",0.9741506646971935,0.6134908911866076,0.6134908911866076,0.6297700277988375,1.026535253980288,0.0158583317515002,1.0439703369109854
113,frozenset({86}),"frozenset({34, 59})",0.9753815854258986,0.6134908911866076,0.6134908911866076,0.6289752650176679,1.0252397778899547,0.015103173096666866,1.0417340742303816
114,"frozenset({34, 63})",frozenset({85}),0.5839487936976858,1.0,0.5839487936976858,1.0,1.0,0.0,inf
115,frozenset({85}),"frozenset({34, 63})",1.0,0.5839487936976858,0.5839487936976858,0.5839487936976858,1.0,0.0,1.0
116,"frozenset({34, 63})",frozenset({86}),0.5839487936976858,0.9753815854258986,0.5839487936976858,1.0,1.0252397778899545,0.014375893493296044,inf
117,"frozenset({86, 63})",frozenset({34}),0.5839487936976858,0.9741506646971935,0.5839487936976858,1.0,1.026535253980288,0.01509468816796089,inf
118,frozenset({34}),"frozenset({86, 63})",0.9741506646971935,0.5839487936976858,0.5839487936976858,0.5994440232499368,1.026535253980288,0.01509468816796089,1.0386843049452728
119,frozenset({86}),"frozenset({34, 63})",0.9753815854258986,0.5839487936976858,0.5839487936976858,0.5986875315497223,1.0252397778899547,0.014375893493296044,1.0367263392262696
120,"frozenset({34, 67})",frozenset({85}),0.5494830132939439,1.0,0.5494830132939439,1.0,1.0,0.0,inf
121,"frozenset({34, 85})",frozenset({67}),0.9741506646971935,0.5494830132939439,0.5494830132939439,0.5640636846095527,1.026535253980288,0.014203770653831604,1.0334467921135444
122,"frozenset({67, 85})",frozenset({34}),0.5494830132939439,0.9741506646971935,0.5494830132939439,1.0,1.026535253980288,0.014203770653831604,inf
123,frozenset({34}),"frozenset({67, 85})",0.9741506646971935,0.5494830132939439,0.5494830132939439,0.5640636846095527,1.026535253980288,0.014203770653831604,1.0334467921135444
124,frozenset({67}),"frozenset({34, 85})",0.5494830132939439,0.9741506646971935,0.5494830132939439,1.0,1.026535253980288,0.014203770653831604,inf
125,frozenset({85}),"frozenset({34, 67})",1.0,0.5494830132939439,0.5494830132939439,0.5494830132939439,1.0,0.0,1.0
126,"frozenset({34, 67})",frozenset({86}),0.5494830132939439,0.9753815854258986,0.5494830132939439,1.0,1.0252397778899545,0.01352740062269675,inf
127,"frozenset({34, 86})",frozenset({67}),0.9731659281142294,0.5494830132939439,0.5494830132939439,0.564634454844422,1.0275739944346067,0.014744866678739532,1.0348016551127484
128,"frozenset({67, 86})",frozenset({34}),0.5494830132939439,0.9741506646971935,0.5494830132939439,1.0,1.026535253980288,0.014203770653831604,inf
129,frozenset({34}),"frozenset({67, 86})",0.9741506646971935,0.5494830132939439,0.5494830132939439,0.5640636846095527,1.026535253980288,0.014203770653831604,1.0334467921135444
130,frozenset({67}),"frozenset({34, 86})",0.5494830132939439,0.9731659281142294,0.5494830132939439,1.0,1.0275739944346067,0.014744866678739532,inf
131,frozenset({86}),"frozenset({34, 67})",0.9753815854258986,0.5494830132939439,0.5494830132939439,0.563351842503786,1.0252397778899547,0.01352740062269675,1.0317620238898233
132,"frozenset({34, 76})",frozenset({85}),0.5396356474643033,1.0,0.5396356474643033,1.0,1.0,0.0,inf
133,"frozenset({34, 85})",frozenset({76}),0.9741506646971935,0.5396356474643033,0.5396356474643033,0.5539550164265857,1.026535253980288,0.013949222792651872,1.0321029705290379
134,"frozenset({76, 85})",frozenset({34}),0.5396356474643033,0.9741506646971935,0.5396356474643033,1.0,1.026535253980288,0.013949222792651872,inf
135,frozenset({34}),"frozenset({76, 85})",0.9741506646971935,0.5396356474643033,0.5396356474643033,0.5539550164265857,1.026535253980288,0.013949222792651872,1.0321029705290379
136,frozenset({76}),"frozenset({34, 85})",0.5396356474643033,0.9741506646971935,0.5396356474643033,1.0,1.026535253980288,0.013949222792651872,inf
137,frozenset({85}),"frozenset({34, 76})",1.0,0.5396356474643033,0.5396356474643033,0.5396356474643033,1.0,0.0,1.0
138,"frozenset({34, 76})",frozenset({86}),0.5396356474643033,0.9753815854258986,0.5396356474643033,1.0,1.0252397778899545,0.01328497408823981,inf
139,"frozenset({34, 86})",frozenset({76}),0.9731659281142294,0.5396356474643033,0.5396356474643033,0.5545155578041994,1.0275739944346067,0.014480621756181478,1.0334016385994373
140,"frozenset({76, 86})",frozenset({34}),0.5396356474643033,0.9741506646971935,0.5396356474643033,1.0,1.026535253980288,0.013949222792651872,inf
141,frozenset({34}),"frozenset({76, 86})",0.9741506646971935,0.5396356474643033,0.5396356474643033,0.5539550164265857,1.026535253980288,0.013949222792651872,1.0321029705290379
142,frozenset({76}),"frozenset({34, 86})",0.5396356474643033,0.9731659281142294,0.5396356474643033,1.0,1.0275739944346067,0.014480621756181478,inf
143,frozenset({86}),"frozenset({34, 76})",0.9753815854258986,0.5396356474643033,0.5396356474643033,0.553255931347804,1.0252397778899545,0.01328497408823981,1.0304878896872487
144,"frozenset({34, 85})",frozenset({86}),0.9741506646971935,0.9753815854258986,0.9731659281142294,0.9989891331817033,1.0242033970176878,0.022997308338187916,24.353766617430725
145,"frozenset({34, 86})",frozenset({85}),0.9731659281142294,1.0,0.9731659281142294,1.0,1.0,0.0,inf
146,"frozenset({85, 86})",frozenset({34}),0.9753815854258986,0.9741506646971935,0.9731659281142294,0.997728419989904,1.0242033970176878,0.022997308338187916,11.379451829968511
147,frozenset({34}),"frozenset({85, 86})",0.9741506646971935,0.9753815854258986,0.9731659281142294,0.9989891331817033,1.0242033970176878,0.022997308338187916,24.353766617430725
148,frozenset({85}),"frozenset({34, 86})",1.0,0.9731659281142294,0.9731659281142294,0.9731659281142294,1.0,0.0,1.0
149,frozenset({86}),"frozenset({34, 85})",0.9753815854258986,0.9741506646971935,0.9731659281142294,0.997728419989904,1.0242033970176878,0.022997308338187916,11.379451829968511
150,"frozenset({90, 34})",frozenset({85}),0.8980797636632201,1.0,0.8980797636632201,1.0,1.0,0.0,inf
151,"frozenset({90, 85})",frozenset({34}),0.9217134416543574,0.9741506646971935,0.8980797636632201,0.9743589743589743,1.0002138372115628,0.00019200181528988836,1.008124076809454
152,"frozenset({34, 85})",frozenset({90}),0.9741506646971935,0.9217134416543574,0.8980797636632201,0.9219105382865808,1.0002138372115628,0.00019200181528988836,1.0025239850281804
153,frozenset({90}),"frozenset({34, 85})",0.9217134416543574,0.9741506646971935,0.8980797636632201,0.9743589743589743,1.0002138372115628,0.00019200181528988836,1.008124076809454
154,frozenset({34}),"frozenset({90, 85})",0.9741506646971935,0.9217134416543574,0.8980797636632201,0.9219105382865808,1.0002138372115628,0.00019200181528988836,1.0025239850281804
155,frozenset({85}),"frozenset({90, 34})",1.0,0.8980797636632201,0.8980797636632201,0.8980797636632201,1.0,0.0,1.0
156,"frozenset({90, 34})",frozenset({86}),0.8980797636632201,0.9753815854258986,0.897095027080256,0.9989035087719298,1.0241156114668295,0.021124563359508075,22.45199409157985
157,"frozenset({90, 86})",frozenset({34}),0.897095027080256,0.9741506646971935,0.897095027080256,1.0,1.026535253980288,0.023189310153477805,inf
158,"frozenset({34, 86})",frozenset({90}),0.9731659281142294,0.9217134416543574,0.897095027080256,0.9218315203642803,1.0001281078311182,0.00011491017733267217,1.0015105667971687
159,frozenset({90}),"frozenset({34, 86})",0.9217134416543574,0.9731659281142294,0.897095027080256,0.9732905982905983,1.0001281078311182,0.00011491017733267217,1.00466765140325
160,frozenset({34}),"frozenset({90, 86})",0.9741506646971935,0.897095027080256,0.897095027080256,0.9208996714682841,1.026535253980288,0.023189310153477805,1.3009424212250071
161,frozenset({86}),"frozenset({90, 34})",0.9753815854258986,0.8980797636632201,0.897095027080256,0.9197375063099444,1.0241156114668295,0.021124563359508075,1.269836403667679
162,"frozenset({36, 39})",frozenset({85}),0.5608074839980305,1.0,0.5608074839980305,1.0,1.0,0.0,inf
163,frozenset({85}),"frozenset({36, 39})",1.0,0.5608074839980305,0.5608074839980305,0.5608074839980305,1.0,0.0,1.0
164,"frozenset({90, 39})",frozenset({36}),0.6125061546036435,0.8385032003938946,0.517971442639094,0.8456591639871381,1.0085342114256475,0.004383071742981248,1.046364680781224
165,"frozenset({36, 39})",frozenset({90}),0.5608074839980305,0.9217134416543574,0.517971442639094,0.9236172080772608,1.002065464532541,0.0010676464577483724,1.02492402247916
166,frozenset({90}),"frozenset({36, 39})",0.9217134416543574,0.5608074839980305,0.517971442639094,0.561965811965812,1.002065464532541,0.0010676464577483724,1.0026443779947403
167,frozenset({36}),"frozenset({90, 39})",0.8385032003938946,0.6125061546036435,0.517971442639094,0.6177334116265414,1.0085342114256475,0.004383071742981248,1.0136743758986098
168,"frozenset({59, 36})",frozenset({85}),0.5445593303791236,1.0,0.5445593303791236,1.0,1.0,0.0,inf
169,"frozenset({59, 85})",frozenset({36}),0.637124569177745,0.8385032003938946,0.5445593303791236,0.8547140649149924,1.0193330979696709,0.010328340074003184,1.111579035586705
170,"frozenset({36, 85})",frozenset({59}),0.8385032003938946,0.637124569177745,0.5445593303791236,0.6494421608925427,1.0193330979696709,0.010328340074003184,1.0351371167341719
171,frozenset({59}),"frozenset({36, 85})",0.637124569177745,0.8385032003938946,0.5445593303791236,0.8547140649149924,1.0193330979696709,0.010328340074003184,1.111579035586705
172,frozenset({36}),"frozenset({59, 85})",0.8385032003938946,0.637124569177745,0.5445593303791236,0.6494421608925427,1.0193330979696709,0.010328340074003184,1.0351371167341719
173,frozenset({85}),"frozenset({59, 36})",1.0,0.5445593303791236,0.5445593303791236,0.5445593303791236,1.0,0.0,1.0
174,"frozenset({59, 86})",frozenset({36}),0.6134908911866076,0.8385032003938946,0.5209256523879862,0.8491171749598715,1.012658239778919,0.006511576715513168,1.0703458101553576
175,"frozenset({36, 86})",frozenset({59}),0.8148695224027572,0.637124569177745,0.5209256523879862,0.6392749244712991,1.0033750939731132,0.0017522589910546893,1.0059612026982112
176,frozenset({59}),"frozenset({36, 86})",0.637124569177745,0.8148695224027572,0.5209256523879862,0.8176197836166923,1.003375093973113,0.0017522589910546893,1.0150798220797965
177,frozenset({36}),"frozenset({59, 86})",0.8385032003938946,0.6134908911866076,0.5209256523879862,0.6212566059894303,1.012658239778919,0.006511576715513168,1.0205038950530343
178,"frozenset({90, 59})",frozenset({36}),0.5829640571147218,0.8385032003938946,0.5081240768094535,0.8716216216216217,1.0394970719398202,0.0193068492041501,1.2579750706159798
179,"frozenset({90, 36})",frozenset({59}),0.7956671590349581,0.637124569177745,0.5081240768094535,0.6386138613861386,1.0023375212328034,0.001184980900425514,1.0041210551519935
180,"frozenset({59, 36})",frozenset({90}),0.5445593303791236,0.9217134416543574,0.5081240768094535,0.9330922242314647,1.0123452496870218,0.006196422220719144,1.1700666693281159
181,frozenset({90}),"frozenset({59, 36})",0.9217134416543574,0.5445593303791236,0.5081240768094535,0.5512820512820513,1.0123452496870218,0.006196422220719144,1.0149820637265246
182,frozenset({59}),"frozenset({90, 36})",0.637124569177745,0.7956671590349581,0.5081240768094535,0.7975270479134466,1.0023375212328034,0.001184980900425514,1.0091858633922297
183,frozenset({36}),"frozenset({90, 59})",0.8385032003938946,0.5829640571147218,0.5081240768094535,0.6059894304169113,1.0394970719398202,0.0193068492041501,1.0584384660709818
184,"frozenset({36, 85})",frozenset({63}),0.8385032003938946,0.6075824716888233,0.5150172328902018,0.6142102172636524,1.0109083883812626,0.005557385875890719,1.0171796814519545
185,"frozenset({36, 63})",frozenset({85}),0.5150172328902018,1.0,0.5150172328902018,1.0,1.0,0.0,inf
